title_length,body_length,title_word_count,body_word_count,is_draft,commits_24h,commit_authors_24h,files_changed_24h,additions_24h,deletions_24h,total_changes_24h,changes_per_commit_24h,files_per_commit_24h,deletion_ratio_24h,has_commit_activity_24h,has_file_activity_24h,bottleneck_label
37,55,5,2,0,2.0,1.0,302.0,11276.0,2401.0,13677.0,6838.5,151.0,0.1755501937559406,1,1,0
55,55,8,2,0,2.0,1.0,302.0,11276.0,2401.0,13677.0,6838.5,151.0,0.1755501937559406,1,1,0
30,618,5,64,0,1.0,1.0,2.0,14.0,1.0,15.0,15.0,2.0,0.0666666666666666,1,1,0
40,1549,6,189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
30,425,5,58,0,4.0,1.0,6.0,37.0,12.0,49.0,12.25,1.5,0.2448979591836734,1,1,0
35,1047,5,144,0,1.0,1.0,2.0,14.0,0.0,14.0,14.0,2.0,0.0,1,1,1
69,2395,8,329,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
33,1713,6,157,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25,402,4,58,0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,0.25,1,1,0
41,1423,6,189,0,3.0,1.0,15.0,75.0,207.0,282.0,94.0,5.0,0.7340425531914894,1,1,0
11,641,1,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
31,1424,4,204,0,1.0,1.0,6.0,207.0,54.0,261.0,261.0,6.0,0.2068965517241379,1,1,0
54,3933,8,369,0,2.0,1.0,5.0,40.0,17.0,57.0,28.5,2.5,0.2982456140350877,1,1,0
51,786,6,104,0,3.0,1.0,135.0,4702.0,565.0,5267.0,1755.6666666666667,45.0,0.1072716916650844,1,1,0
81,2961,9,395,0,17.0,1.0,567.0,30024.0,8911.0,38935.0,2290.294117647059,33.35294117647059,0.2288686271991781,1,1,0
65,1391,11,182,0,3.0,1.0,8.0,96.0,29.0,125.0,41.66666666666666,2.6666666666666665,0.232,1,1,0
45,999,7,127,0,1.0,1.0,6.0,42.0,33.0,75.0,75.0,6.0,0.44,1,1,0
53,1058,7,151,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
20,349,3,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
53,237,5,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
79,1964,10,252,0,2.0,1.0,2.0,30.0,2.0,32.0,16.0,1.0,0.0625,1,1,1
28,4503,4,620,1,1.0,1.0,5.0,96.0,18.0,114.0,114.0,5.0,0.1578947368421052,1,1,0
73,986,11,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
59,601,9,51,0,3.0,1.0,50.0,1992.0,244.0,2236.0,745.3333333333334,16.666666666666668,0.10912343470483,1,1,1
70,1613,11,218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
54,3830,8,341,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
56,55,8,2,0,1.0,1.0,1.0,0.0,16.0,16.0,16.0,1.0,1.0,1,1,0
34,54,3,2,0,4.0,1.0,45.0,1993.0,218.0,2211.0,552.75,11.25,0.0985979194934418,1,1,0
77,5905,13,862,0,1.0,1.0,1.0,11.0,16.0,27.0,27.0,1.0,0.5925925925925926,1,1,0
37,8035,5,1031,0,4.0,1.0,18.0,570.0,224.0,794.0,198.5,4.5,0.2821158690176322,1,1,0
56,1845,9,167,0,2.0,1.0,3.0,64.0,27.0,91.0,45.5,1.5,0.2967032967032967,1,1,0
50,10185,7,660,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
70,1644,11,254,0,4.0,1.0,273.0,12071.0,1620.0,13691.0,3422.75,68.25,0.1183259075304944,1,1,1
80,2698,15,382,0,1.0,1.0,1.0,25.0,0.0,25.0,25.0,1.0,0.0,1,1,1
58,1515,9,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
58,1734,10,260,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
52,826,7,106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
35,997,5,94,0,1.0,1.0,2.0,33.0,0.0,33.0,33.0,2.0,0.0,1,1,1
81,4419,11,648,0,8.0,1.0,48.0,2161.0,297.0,2458.0,307.25,6.0,0.1208299430431244,1,1,0
72,5019,9,580,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
79,343,14,49,0,2.0,1.0,6.0,78.0,8.0,86.0,43.0,3.0,0.0930232558139534,1,1,0
47,62,7,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
53,356,7,58,0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,0.5,1,1,0
59,806,10,101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
37,343,7,49,0,2.0,1.0,5.0,75.0,5.0,80.0,40.0,2.5,0.0625,1,1,0
23,55,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
28,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
70,639,13,81,0,1.0,1.0,11.0,195.0,99.0,294.0,294.0,11.0,0.336734693877551,1,1,0
57,657,9,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
73,5987,11,667,0,3.0,2.0,1.0,23.0,17.0,40.0,13.333333333333334,0.3333333333333333,0.425,1,1,0
43,1039,6,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
45,1075,5,102,0,1.0,1.0,300.0,12439.0,2080.0,14519.0,14519.0,300.0,0.1432605551346511,1,1,0
35,1029,5,105,0,1.0,1.0,1.0,34.0,1.0,35.0,35.0,1.0,0.0285714285714285,1,1,0
33,1027,5,106,0,2.0,1.0,301.0,11914.0,2057.0,13971.0,6985.5,150.5,0.1472335552215303,1,1,1
27,617,4,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
62,153,9,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
50,490,6,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
44,459,6,68,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
47,677,9,85,0,1.0,1.0,212.0,8729.0,1222.0,9951.0,9951.0,212.0,0.1228017284695005,1,1,0
40,481,7,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
45,373,6,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
59,1516,7,160,0,1.0,1.0,10.0,305.0,159.0,464.0,464.0,10.0,0.3426724137931034,1,1,1
44,243,6,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
50,488,7,65,0,1.0,1.0,2.0,22.0,10.0,32.0,32.0,2.0,0.3125,1,1,0
19,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
57,6414,8,906,1,1.0,1.0,1.0,9.0,9.0,18.0,18.0,1.0,0.5,1,1,1
26,348,5,47,0,2.0,1.0,143.0,5250.0,825.0,6075.0,3037.5,71.5,0.1358024691358024,1,1,0
109,1900,9,204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
14,1303,2,206,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
36,432,5,50,0,3.0,1.0,226.0,7862.0,1191.0,9053.0,3017.6666666666665,75.33333333333333,0.1315585993593284,1,1,0
48,766,7,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
40,641,5,88,0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,1.0,0.0,1,1,0
42,343,8,49,0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,0.75,1,1,0
33,621,5,75,0,1.0,1.0,3.0,41.0,3.0,44.0,44.0,3.0,0.0681818181818181,1,1,0
44,522,6,67,0,3.0,1.0,2.0,19.0,16.0,35.0,11.666666666666666,0.6666666666666666,0.4571428571428571,1,1,0
57,1504,9,220,0,1.0,1.0,1.0,11.0,3.0,14.0,14.0,1.0,0.2142857142857142,1,1,1
66,947,10,156,0,2.0,1.0,4.0,63.0,13.0,76.0,38.0,2.0,0.1710526315789473,1,1,1
23,420,3,51,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
50,397,9,51,0,1.0,1.0,7.0,38.0,101.0,139.0,139.0,7.0,0.7266187050359713,1,1,0
52,1104,7,144,0,3.0,1.0,15.0,296.0,138.0,434.0,144.66666666666666,5.0,0.3179723502304147,1,1,0
38,685,6,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
54,0,9,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
45,990,7,128,0,1.0,1.0,4.0,70.0,7.0,77.0,77.0,4.0,0.0909090909090909,1,1,0
45,197,6,24,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,1,1,0
65,1902,9,239,0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,0.3333333333333333,1,1,0
55,758,6,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
41,761,7,111,0,2.0,1.0,211.0,8509.0,1119.0,9628.0,4814.0,105.5,0.1162235147486497,1,1,0
70,1359,11,162,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
70,5667,9,642,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
35,352,4,48,0,1.0,1.0,7.0,7.0,7.0,14.0,14.0,7.0,0.5,1,1,0
42,1657,4,230,0,4.0,1.0,2.0,109.0,40.0,149.0,37.25,0.5,0.2684563758389262,1,1,0
49,1844,7,163,0,1.0,1.0,3.0,79.0,11.0,90.0,90.0,3.0,0.1222222222222222,1,1,0
75,404,9,51,0,1.0,1.0,5.0,21.0,71.0,92.0,92.0,5.0,0.7717391304347826,1,1,0
56,1899,6,237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
47,1821,6,149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
70,14318,8,857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
69,10575,8,663,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
58,3716,8,286,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
42,2165,5,296,0,2.0,1.0,278.0,12085.0,1649.0,13734.0,6867.0,139.0,0.1200669870394641,1,1,0
50,831,6,116,0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,0.5,1,1,0
60,98,8,5,0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,0.3333333333333333,1,1,0
30,349,3,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
62,1144,10,156,0,5.0,2.0,275.0,10508.0,2088.0,12596.0,2519.2,55.0,0.1657669101302,1,1,0
41,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
34,674,5,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
36,57,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
23,389,3,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
21,671,4,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
49,882,7,118,1,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,0.5,1,1,1
34,682,5,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
38,1111,5,128,0,1.0,1.0,2.0,7.0,1.0,8.0,8.0,2.0,0.125,1,1,1
49,372,6,54,0,3.0,1.0,4.0,56.0,13.0,69.0,23.0,1.3333333333333333,0.1884057971014492,1,1,0
55,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
26,146,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
55,873,6,108,0,3.0,1.0,2.0,47.0,5.0,52.0,17.333333333333332,0.6666666666666666,0.0961538461538461,1,1,1
39,813,6,121,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
45,247,6,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
96,1900,8,204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
48,1441,6,209,0,5.0,1.0,320.0,12467.0,15643.0,28110.0,5622.0,64.0,0.5564923514763429,1,1,0
18,0,2,0,1,2.0,1.0,6.0,66.0,252.0,318.0,159.0,3.0,0.7924528301886793,1,1,1
65,343,10,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
34,343,5,49,0,2.0,1.0,21.0,388.0,72.0,460.0,230.0,10.5,0.1565217391304348,1,1,0
26,33,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
37,482,7,65,0,1.0,1.0,6.0,46.0,25.0,71.0,71.0,6.0,0.352112676056338,1,1,1
38,1735,5,239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
72,1511,11,207,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
53,55,7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
43,55,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
37,1142,5,137,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
78,1631,10,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
81,2719,12,291,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
26,543,5,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
50,477,9,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
48,504,6,70,0,1.0,1.0,34.0,824.0,137.0,961.0,961.0,34.0,0.1425598335067638,1,1,0
53,749,7,103,0,3.0,1.0,2.0,327.0,76.0,403.0,134.33333333333334,0.6666666666666666,0.1885856079404466,1,1,0
26,876,5,120,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
56,1494,8,207,0,3.0,1.0,86.0,3499.0,1206.0,4705.0,1568.3333333333333,28.666666666666668,0.2563230605738576,1,1,1
36,400,5,57,1,2.0,1.0,1.0,12.0,3.0,15.0,7.5,0.5,0.2,1,1,0
48,836,9,121,0,2.0,2.0,190.0,8763.0,1619.0,10382.0,5191.0,95.0,0.1559429782315546,1,1,0
49,954,9,130,1,1.0,1.0,82.0,3350.0,1184.0,4534.0,4534.0,82.0,0.2611380679311866,1,1,1
54,71,7,12,0,5.0,1.0,99.0,3896.0,1277.0,5173.0,1034.6,19.8,0.2468586893485405,1,1,0
43,723,5,103,0,1.0,1.0,4.0,35.0,3.0,38.0,38.0,4.0,0.0789473684210526,1,1,0
52,1004,8,137,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
33,163,4,21,0,1.0,1.0,1.0,15.0,0.0,15.0,15.0,1.0,0.0,1,1,0
43,419,6,58,0,1.0,1.0,20.0,402.0,42.0,444.0,444.0,20.0,0.0945945945945946,1,1,0
47,558,5,80,0,6.0,2.0,238.0,9747.0,1137.0,10884.0,1814.0,39.66666666666666,0.1044652701212789,1,1,0
78,1000,10,135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
42,832,7,99,0,2.0,2.0,2.0,4.0,12.0,16.0,8.0,1.0,0.75,1,1,0
30,273,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
62,150,3,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
45,1087,7,119,0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,0.5,1,1,0
39,349,5,45,0,1.0,1.0,8.0,21.0,54.0,75.0,75.0,8.0,0.72,1,1,0
43,349,8,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
53,2171,8,277,0,22.0,1.0,22.0,337.0,171.0,508.0,23.09090909090909,1.0,0.3366141732283464,1,1,1
72,1081,8,167,0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,0.4,1,1,0
43,506,5,62,0,1.0,1.0,4.0,26.0,3.0,29.0,29.0,4.0,0.1034482758620689,1,1,0
62,2149,10,282,1,6.0,1.0,8.0,328.0,264.0,592.0,98.66666666666669,1.3333333333333333,0.4459459459459459,1,1,1
70,840,10,67,0,1.0,1.0,2.0,19.0,4.0,23.0,23.0,2.0,0.1739130434782608,1,1,0
50,55,8,2,0,4.0,1.0,50.0,963.0,336.0,1299.0,324.75,12.5,0.2586605080831409,1,1,0
41,784,6,91,0,1.0,1.0,1.0,6.0,3.0,9.0,9.0,1.0,0.3333333333333333,1,1,0
71,727,7,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
63,2516,9,373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
60,1822,8,236,0,1.0,1.0,5.0,55.0,1.0,56.0,56.0,5.0,0.0178571428571428,1,1,0
36,545,5,69,0,5.0,1.0,132.0,4322.0,638.0,4960.0,992.0,26.4,0.1286290322580645,1,1,0
64,961,11,137,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
70,55,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
42,353,5,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
39,497,6,67,0,1.0,1.0,300.0,14031.0,2453.0,16484.0,16484.0,300.0,0.1488109682115991,1,1,0
44,384,6,64,0,1.0,1.0,4.0,32.0,4.0,36.0,36.0,4.0,0.1111111111111111,1,1,0
41,454,6,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
48,352,5,54,0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,0.5,1,1,0
48,354,8,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
58,1051,7,155,0,2.0,1.0,103.0,3935.0,468.0,4403.0,2201.5,51.5,0.1062911651146945,1,1,0
63,9462,9,731,0,1.0,1.0,193.0,6623.0,828.0,7451.0,7451.0,193.0,0.1111260233525701,1,1,1
43,2475,7,238,0,1.0,1.0,193.0,6623.0,828.0,7451.0,7451.0,193.0,0.1111260233525701,1,1,1
69,3208,9,466,0,3.0,1.0,302.0,12700.0,2615.0,15315.0,5105.0,100.66666666666669,0.1707476330395037,1,1,0
64,829,10,126,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1,1,1
41,343,5,49,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,1,1,0
63,53,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
40,281,7,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
46,715,5,91,0,2.0,1.0,6.0,283.0,33.0,316.0,158.0,3.0,0.1044303797468354,1,1,0
30,272,6,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
31,1560,6,210,0,1.0,1.0,1.0,11.0,11.0,22.0,22.0,1.0,0.5,1,1,0
35,432,7,50,0,2.0,1.0,225.0,9314.0,1091.0,10405.0,5202.5,112.5,0.1048534358481499,1,1,0
49,55,7,2,0,1.0,1.0,2.0,45.0,14.0,59.0,59.0,2.0,0.2372881355932203,1,1,0
37,1501,7,163,1,11.0,1.0,430.0,19291.0,3652.0,22943.0,2085.7272727272725,39.09090909090909,0.1591770910517369,1,1,0
51,1008,6,142,0,4.0,1.0,253.0,8876.0,1275.0,10151.0,2537.75,63.25,0.1256033888286868,1,1,0
47,1636,5,199,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
40,498,5,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
53,723,8,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
52,1022,8,140,0,1.0,1.0,2.0,23.0,8.0,31.0,31.0,2.0,0.2580645161290322,1,1,0
47,490,6,66,0,1.0,1.0,2.0,20.0,18.0,38.0,38.0,2.0,0.4736842105263157,1,1,0
72,343,11,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
60,279,8,42,0,1.0,1.0,2.0,11.0,4.0,15.0,15.0,2.0,0.2666666666666666,1,1,1
41,508,5,75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
45,1281,6,184,0,1.0,1.0,1.0,15.0,11.0,26.0,26.0,1.0,0.4230769230769231,1,1,0
57,4295,9,568,0,1.0,1.0,2.0,83.0,12.0,95.0,95.0,2.0,0.1263157894736842,1,1,0
39,373,5,52,0,1.0,1.0,2.0,5.0,2.0,7.0,7.0,2.0,0.2857142857142857,1,1,0
65,3945,9,523,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
59,6026,9,859,0,2.0,1.0,8.0,32.0,37.0,69.0,34.5,4.0,0.5362318840579711,1,1,0
55,1032,8,123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
60,2064,9,251,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
55,941,8,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
78,1702,11,225,1,1.0,1.0,2.0,39.0,0.0,39.0,39.0,2.0,0.0,1,1,0
53,467,6,54,0,2.0,1.0,2.0,26.0,19.0,45.0,22.5,1.0,0.4222222222222222,1,1,0
57,2034,11,310,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
37,6889,5,757,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
48,754,7,116,0,1.0,1.0,8.0,158.0,14.0,172.0,172.0,8.0,0.0813953488372093,1,1,0
49,1090,7,144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
54,918,9,134,0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,0.4,1,1,0
62,3221,10,411,0,1.0,1.0,1.0,104.0,0.0,104.0,104.0,1.0,0.0,1,1,0
61,4529,11,668,0,2.0,1.0,300.0,12589.0,1876.0,14465.0,7232.5,150.0,0.129692360871068,1,1,0
63,3123,11,432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
49,1422,7,193,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
66,3379,10,480,0,2.0,1.0,4.0,37.0,5.0,42.0,21.0,2.0,0.119047619047619,1,1,0
61,2024,8,256,0,3.0,1.0,109.0,3659.0,652.0,4311.0,1437.0,36.333333333333336,0.1512410113662723,1,1,0
63,3423,10,472,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
48,4832,7,716,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
37,835,6,104,0,2.0,1.0,3.0,35.0,10.0,45.0,22.5,1.5,0.2222222222222222,1,1,0
63,1903,12,298,0,2.0,1.0,13.0,695.0,54.0,749.0,374.5,6.5,0.0720961281708945,1,1,1
40,1157,6,142,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
51,1781,11,223,0,1.0,1.0,3.0,38.0,9.0,47.0,47.0,3.0,0.1914893617021276,1,1,0
34,1089,5,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
41,608,7,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
30,519,4,51,0,1.0,1.0,6.0,61.0,79.0,140.0,140.0,6.0,0.5642857142857143,1,1,0
41,483,6,69,0,4.0,1.0,304.0,11938.0,2851.0,14789.0,3697.25,76.0,0.1927784163905605,1,1,1
36,254,5,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
48,243,7,32,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,1,1,0
62,2890,8,421,0,1.0,1.0,3.0,25.0,3.0,28.0,28.0,3.0,0.1071428571428571,1,1,0
26,950,4,138,0,1.0,1.0,11.0,260.0,117.0,377.0,377.0,11.0,0.3103448275862069,1,1,0
72,2969,9,431,0,2.0,1.0,4.0,26.0,27.0,53.0,26.5,2.0,0.5094339622641509,1,1,0
32,1010,5,128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
66,1465,12,246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
56,2997,8,248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
42,432,7,50,0,2.0,1.0,29.0,730.0,1073.0,1803.0,901.5,14.5,0.5951192457016085,1,1,0
72,1505,11,226,0,1.0,1.0,3.0,64.0,19.0,83.0,83.0,3.0,0.2289156626506024,1,1,0
41,493,5,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
39,349,6,49,0,4.0,2.0,25.0,1241.0,148.0,1389.0,347.25,6.25,0.1065514758819294,1,1,0
88,423,13,53,0,1.0,1.0,175.0,5372.0,2219.0,7591.0,7591.0,175.0,0.2923198524568568,1,1,0
62,835,10,122,0,1.0,1.0,2.0,6.0,2.0,8.0,8.0,2.0,0.25,1,1,0
88,408,13,53,0,5.0,1.0,266.0,13371.0,2994.0,16365.0,3273.0,53.2,0.1829514207149404,1,1,0
61,5811,9,741,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
40,621,6,86,1,1.0,1.0,6.0,119.0,23.0,142.0,142.0,6.0,0.1619718309859155,1,1,1
70,7214,10,883,0,1.0,1.0,1.0,11.0,5.0,16.0,16.0,1.0,0.3125,1,1,0
93,1710,11,238,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
13,1122,3,155,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
43,928,5,126,0,3.0,2.0,2.0,66.0,6.0,72.0,24.0,0.6666666666666666,0.0833333333333333,1,1,0
45,281,6,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
23,322,4,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
