threshold,validation_f1,validation_precision,validation_recall,test_f1,test_precision,test_recall,test_roc_auc
0.7799999999999997,0.7142857142857143,0.9333333333333333,0.5785123966942148,0.7283950617283951,0.921875,0.6020408163265306,0.8331551668286362
