threshold,accuracy,precision,recall,f1
0.4199999999999998,0.8060522696011004,0.6461538461538462,0.4692737430167598,0.5436893203883495
0.4299999999999998,0.8046767537826685,0.6456692913385826,0.4581005586592179,0.5359477124183006
0.43999999999999984,0.8046767537826685,0.6456692913385826,0.4581005586592179,0.5359477124183006
0.44999999999999984,0.8046767537826685,0.6504065040650406,0.44692737430167595,0.5298013245033113
0.45999999999999985,0.8060522696011004,0.6557377049180327,0.44692737430167595,0.53156146179402
0.46999999999999986,0.8060522696011004,0.6557377049180327,0.44692737430167595,0.53156146179402
0.47999999999999976,0.8033012379642366,0.65,0.43575418994413406,0.5217391304347826
0.48999999999999977,0.8005502063273727,0.6440677966101694,0.4245810055865922,0.5117845117845118
0.4999999999999998,0.797799174690509,0.6379310344827587,0.4134078212290503,0.5016949152542373
0.5099999999999998,0.796423658872077,0.6396396396396397,0.39664804469273746,0.4896551724137931
0.5199999999999998,0.796423658872077,0.6396396396396397,0.39664804469273746,0.4896551724137931
0.5299999999999998,0.7936726272352133,0.6330275229357798,0.3854748603351955,0.4791666666666667
0.5399999999999998,0.7950481430536451,0.6415094339622641,0.37988826815642457,0.47719298245614034
0.5499999999999998,0.7922971114167813,0.6346153846153846,0.3687150837988827,0.4664310954063604
0.5599999999999997,0.7922971114167813,0.6346153846153846,0.3687150837988827,0.4664310954063604
0.5699999999999997,0.7909215955983494,0.6336633663366337,0.3575418994413408,0.45714285714285713
0.5799999999999997,0.7867950481430537,0.6224489795918368,0.3407821229050279,0.4404332129963899
0.5899999999999997,0.7840440165061898,0.6145833333333334,0.329608938547486,0.4290909090909091
0.5999999999999998,0.781292984869326,0.6063829787234043,0.31843575418994413,0.4175824175824176
0.6099999999999998,0.7799174690508941,0.6021505376344086,0.3128491620111732,0.4117647058823529
0.6199999999999998,0.7771664374140302,0.5955056179775281,0.29608938547486036,0.39552238805970147
0.6299999999999997,0.7799174690508941,0.611764705882353,0.2905027932960894,0.3939393939393939
0.6399999999999997,0.7799174690508941,0.6144578313253012,0.2849162011173184,0.3893129770992366
0.6499999999999997,0.7785419532324622,0.6097560975609756,0.27932960893854747,0.3831417624521073
0.6599999999999997,0.7785419532324622,0.6125,0.2737430167597765,0.3783783783783784
0.6699999999999997,0.7799174690508941,0.620253164556962,0.2737430167597765,0.3798449612403101
0.6799999999999997,0.7771664374140302,0.6103896103896104,0.26256983240223464,0.3671875
0.6899999999999997,0.7799174690508941,0.6266666666666667,0.26256983240223464,0.3700787401574803
0.6999999999999996,0.7785419532324622,0.625,0.25139664804469275,0.35856573705179284
0.7099999999999996,0.7744154057771664,0.6119402985074627,0.22905027932960895,0.3333333333333333
0.7199999999999996,0.7744154057771664,0.6190476190476191,0.21787709497206703,0.32231404958677684
0.7299999999999996,0.7744154057771664,0.6190476190476191,0.21787709497206703,0.32231404958677684
0.7399999999999997,0.7716643741403026,0.6101694915254238,0.2011173184357542,0.3025210084033613
0.7499999999999997,0.7730398899587345,0.625,0.19553072625698323,0.2978723404255319
0.7599999999999997,0.7744154057771664,0.6470588235294118,0.18435754189944134,0.28695652173913044
0.7699999999999997,0.7730398899587345,0.64,0.1787709497206704,0.2794759825327511
0.7799999999999997,0.7716643741403026,0.6326530612244898,0.17318435754189945,0.2719298245614035
0.7899999999999996,0.7716643741403026,0.6382978723404256,0.16759776536312848,0.26548672566371684
0.7999999999999996,0.7730398899587345,0.6521739130434783,0.16759776536312848,0.26666666666666666
0.8099999999999996,0.7730398899587345,0.6590909090909091,0.16201117318435754,0.2600896860986547
0.8199999999999996,0.7675378266850069,0.625,0.13966480446927373,0.228310502283105
0.8299999999999996,0.7675378266850069,0.6388888888888888,0.12849162011173185,0.21395348837209302
0.8399999999999996,0.7647867950481431,0.6176470588235294,0.11731843575418995,0.19718309859154928
0.8499999999999996,0.7647867950481431,0.6333333333333333,0.10614525139664804,0.18181818181818182
0.8599999999999995,0.7647867950481431,0.6428571428571429,0.1005586592178771,0.17391304347826086
0.8699999999999996,0.7606602475928473,0.6,0.08379888268156424,0.14705882352941177
0.8799999999999996,0.7592847317744154,0.5833333333333334,0.0782122905027933,0.13793103448275862
0.8899999999999996,0.7620357634112792,0.6363636363636364,0.0782122905027933,0.13930348258706468
0.8999999999999996,0.7620357634112792,0.6363636363636364,0.0782122905027933,0.13930348258706468
