selected_threshold,validation_f1,validation_precision,validation_recall,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc
0.5699999999999997,0.6567901234567901,0.588495575221239,0.7430167597765364,0.8228021978021978,0.44047619047619047,0.6788990825688074,0.5342960288808665,0.8508544411673163
