pr_number,title_length,body_length,title_word_count,body_word_count,is_draft,commits_24h,commit_authors_24h,files_changed_24h,additions_24h,deletions_24h,total_changes_24h,changes_per_commit_24h,files_per_commit_24h,deletion_ratio_24h,has_commit_activity_24h,has_file_activity_24h,change_risk_label
335413,27,343,4,49,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335410,52,1026,6,108,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335409,53,1080,7,144,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335408,46,308,9,55,True,1.0,1.0,4.0,134.0,100.0,234.0,234.0,4.0,0.4273504273504273,1,1,0
335406,67,1232,9,182,False,2.0,1.0,21.0,627.0,78.0,705.0,352.5,10.5,0.1106382978723404,1,1,0
335398,44,1318,6,145,False,2.0,1.0,2.0,16.0,4.0,20.0,10.0,1.0,0.2,1,1,0
335391,57,2427,6,310,False,5.0,1.0,9.0,339.0,390.0,729.0,145.8,1.8,0.5349794238683128,1,1,0
335390,57,997,7,104,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335387,50,4947,7,620,False,6.0,1.0,6.0,190.0,60.0,250.0,41.66666666666666,1.0,0.24,1,1,0
335384,53,949,8,94,False,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,0.5,1,1,0
335379,67,1337,8,167,False,2.0,1.0,68.0,2742.0,456.0,3198.0,1599.0,34.0,0.1425891181988743,1,1,0
335376,48,1526,6,201,False,2.0,1.0,7.0,176.0,48.0,224.0,112.0,3.5,0.2142857142857142,1,1,0
335375,57,814,5,83,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335373,47,993,7,117,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335368,40,883,6,115,False,1.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,0.2,1,1,0
335366,53,2890,8,367,False,2.0,1.0,5.0,726.0,86.0,812.0,406.0,2.5,0.105911330049261,1,1,0
335364,60,7573,7,990,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335361,51,2390,7,320,False,4.0,1.0,6.0,1074.0,267.0,1341.0,335.25,1.5,0.1991051454138702,1,1,0
335360,44,1552,7,226,False,1.0,1.0,4.0,56.0,6.0,62.0,62.0,4.0,0.0967741935483871,1,1,0
335358,41,1017,4,103,False,2.0,1.0,5.0,101.0,27.0,128.0,64.0,2.5,0.2109375,1,1,0
335356,36,343,5,49,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335355,46,1802,7,189,False,4.0,1.0,3.0,56.0,44.0,100.0,25.0,0.75,0.44,1,1,1
335353,57,4054,7,535,False,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,0.3333333333333333,1,1,0
335352,44,1923,5,277,False,3.0,1.0,10.0,219.0,54.0,273.0,91.0,3.333333333333333,0.1978021978021978,1,1,0
335344,34,788,6,122,True,1.0,1.0,2.0,6.0,3.0,9.0,9.0,2.0,0.3333333333333333,1,1,0
335343,50,1277,6,160,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335342,45,1477,5,161,False,1.0,1.0,2.0,11.0,1.0,12.0,12.0,2.0,0.0833333333333333,1,1,0
335341,67,679,11,99,False,1.0,1.0,1.0,72.0,14.0,86.0,86.0,1.0,0.1627906976744186,1,1,0
335337,58,551,6,77,False,2.0,1.0,5.0,61.0,4.0,65.0,32.5,2.5,0.0615384615384615,1,1,0
335336,50,577,7,88,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335333,44,884,7,102,False,5.0,1.0,311.0,13577.0,6368.0,19945.0,3989.0,62.2,0.3192780145399849,1,1,1
335325,51,1558,6,217,False,7.0,1.0,10.0,322.0,141.0,463.0,66.14285714285714,1.4285714285714286,0.3045356371490281,1,1,0
335324,49,680,6,87,False,2.0,1.0,5.0,126.0,20.0,146.0,73.0,2.5,0.136986301369863,1,1,0
335318,59,2326,9,328,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335317,24,343,4,49,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335308,39,4693,5,575,False,1.0,1.0,19.0,76.0,76.0,152.0,152.0,19.0,0.5,1,1,0
335305,44,1151,6,94,False,2.0,1.0,175.0,5735.0,791.0,6526.0,3263.0,87.5,0.1212074777811829,1,1,1
