pr_number,commits_count,commit_authors,files_changed,additions,deletions,total_changes,max_file_changes,avg_file_changes,files_added,files_modified,files_removed,files_renamed,deletion_ratio,changes_per_commit,files_per_commit,developers_involved
330438,2,1,2.0,1.0,2.0,3.0,2.0,1.5,0.0,2.0,0.0,0.0,0.6666666666666666,1.5,1.0,1
330439,4,1,555.0,46548.0,23258.0,69806.0,11600.0,112.9546925566343,59.0,552.0,5.0,2.0,0.3331805288943644,17451.5,138.75,1
330441,2,1,3.0,7.0,20.0,27.0,17.0,9.0,0.0,3.0,0.0,0.0,0.7407407407407407,13.5,1.5,1
330443,3,1,30.0,486.0,145.0,631.0,130.0,21.033333333333335,1.0,29.0,0.0,0.0,0.22979397781299524,210.33333333333334,10.0,1
330445,1,1,1.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.3333333333333333,3.0,1.0,1
330448,4,1,502.0,38419.0,13814.0,52233.0,3143.0,93.94424460431655,47.0,500.0,7.0,2.0,0.26446882239197445,13058.25,125.5,1
330450,1,1,1.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.3333333333333333,3.0,1.0,1
330453,2,1,4.0,295.0,39.0,334.0,165.0,55.666666666666664,2.0,4.0,0.0,0.0,0.11676646706586827,167.0,2.0,1
330454,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
330455,5,1,274.0,21899.0,7876.0,29775.0,3143.0,99.91610738255034,17.0,278.0,3.0,0.0,0.2645172124265323,5955.0,54.8,1
330457,1,1,1.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.3333333333333333,3.0,1.0,1
330458,1,1,2.0,0.0,10.0,10.0,7.0,5.0,0.0,2.0,0.0,0.0,1.0,10.0,2.0,1
330461,1,1,1.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.3333333333333333,3.0,1.0,1
330462,1,1,2.0,53.0,7.0,60.0,42.0,30.0,0.0,2.0,0.0,0.0,0.11666666666666667,60.0,2.0,1
330463,16,1,371.0,29393.0,15545.0,44938.0,2504.0,93.81628392484342,55.0,403.0,17.0,4.0,0.34592104677555746,2808.625,23.1875,1
330465,2,1,2.0,64.0,17.0,81.0,44.0,20.25,0.0,4.0,0.0,0.0,0.20987654320987653,40.5,1.0,1
330471,4,1,313.0,24410.0,9240.0,33650.0,3164.0,105.4858934169279,21.0,295.0,3.0,0.0,0.274591381872214,8412.5,78.25,1
330472,4,1,5.0,92.0,49.0,141.0,26.0,14.1,0.0,10.0,0.0,0.0,0.3475177304964539,35.25,1.25,1
330476,11,1,587.0,42624.0,15028.0,57652.0,3144.0,81.66005665722379,58.0,638.0,7.0,3.0,0.26066745299382504,5241.090909090909,53.36363636363637,1
330478,1,1,2.0,8.0,2.0,10.0,8.0,5.0,0.0,2.0,0.0,0.0,0.2,10.0,2.0,1
330480,7,1,387.0,31660.0,10863.0,42523.0,3143.0,97.52981651376147,35.0,398.0,3.0,0.0,0.25546175011170424,6074.714285714285,55.285714285714285,1
330482,1,1,10.0,290.0,43.0,333.0,191.0,33.3,0.0,10.0,0.0,0.0,0.12912912912912913,333.0,10.0,1
330484,6,1,552.0,44202.0,16389.0,60591.0,3137.0,97.88529886914378,57.0,553.0,8.0,1.0,0.2704857157003515,10098.5,92.0,1
330486,1,1,1.0,7.0,1.0,8.0,8.0,8.0,0.0,1.0,0.0,0.0,0.125,8.0,1.0,1
330492,7,1,478.0,30114.0,9501.0,39615.0,2504.0,75.74569789674952,40.0,477.0,5.0,1.0,0.23983339644074214,5659.285714285715,68.28571428571429,1
330493,5,1,82.0,3056.0,878.0,3934.0,600.0,46.28235294117647,3.0,82.0,0.0,0.0,0.22318251143873918,786.8,16.4,1
330494,1,1,2.0,19.0,6.0,25.0,21.0,12.5,0.0,2.0,0.0,0.0,0.24,25.0,2.0,1
330495,5,1,77.0,2743.0,732.0,3475.0,600.0,44.55128205128205,3.0,75.0,0.0,0.0,0.2106474820143885,695.0,15.4,1
330498,3,1,6.0,49.0,19.0,68.0,18.0,9.714285714285714,0.0,7.0,0.0,0.0,0.27941176470588236,22.666666666666668,2.0,1
330499,4,1,78.0,3005.0,835.0,3840.0,600.0,46.829268292682926,4.0,78.0,0.0,0.0,0.21744791666666666,960.0,19.5,1
330500,3,1,15.0,1216.0,109.0,1325.0,600.0,88.33333333333333,1.0,14.0,0.0,0.0,0.08226415094339623,441.6666666666667,5.0,1
330501,1,1,1.0,3.0,6.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.6666666666666666,9.0,1.0,1
330503,7,2,427.0,24398.0,8999.0,33397.0,2504.0,67.46868686868687,52.0,433.0,7.0,3.0,0.26945534030002694,4771.0,61.0,2
330508,5,1,33.0,1606.0,188.0,1794.0,600.0,54.36363636363637,1.0,32.0,0.0,0.0,0.10479375696767002,358.8,6.6,1
330509,2,1,56.0,2319.0,634.0,2953.0,600.0,52.732142857142854,3.0,53.0,0.0,0.0,0.21469691838807992,1476.5,28.0,1
330510,4,1,333.0,27292.0,9398.0,36690.0,3137.0,107.91176470588235,24.0,313.0,3.0,0.0,0.25614608885254836,9172.5,83.25,1
330513,6,1,197.0,5564.0,2153.0,7717.0,600.0,38.01477832512315,8.0,193.0,2.0,0.0,0.2789944278864844,1286.1666666666667,32.833333333333336,1
330514,5,1,312.0,17992.0,6936.0,24928.0,2034.0,76.23241590214067,32.0,291.0,3.0,1.0,0.27824133504492937,4985.6,62.4,1
330515,3,1,302.0,22691.0,8548.0,31239.0,3137.0,101.42532467532467,17.0,288.0,3.0,0.0,0.2736323185761388,10413.0,100.66666666666667,1
330516,3,1,305.0,22909.0,8522.0,31431.0,3137.0,102.38110749185668,18.0,286.0,3.0,0.0,0.27113359422226463,10477.0,101.66666666666667,1
330517,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
330522,2,1,2.0,180.0,12.0,192.0,167.0,64.0,0.0,3.0,0.0,0.0,0.0625,96.0,1.0,1
330527,1,1,2.0,123.0,4.0,127.0,117.0,63.5,0.0,2.0,0.0,0.0,0.031496062992125984,127.0,2.0,1
330529,23,1,573.0,20963.0,40978.0,61941.0,2450.0,85.55386740331491,42.0,562.0,118.0,2.0,0.6615650376971635,2693.086956521739,24.91304347826087,1
330532,1,1,2.0,48.0,3.0,51.0,39.0,25.5,0.0,2.0,0.0,0.0,0.058823529411764705,51.0,2.0,1
330533,1,1,1.0,0.0,1310.0,1310.0,1310.0,1310.0,0.0,1.0,0.0,0.0,1.0,1310.0,1.0,1
330534,1,1,1.0,4.0,4.0,8.0,8.0,8.0,0.0,1.0,0.0,0.0,0.5,8.0,1.0,1
330536,2,1,8.0,199.0,37.0,236.0,105.0,29.5,0.0,8.0,0.0,0.0,0.15677966101694915,118.0,4.0,1
330537,3,1,7.0,279.0,44.0,323.0,165.0,32.3,1.0,9.0,0.0,0.0,0.13622291021671826,107.66666666666667,2.3333333333333335,1
330538,2,1,1.0,13.0,4.0,17.0,13.0,8.5,0.0,2.0,0.0,0.0,0.23529411764705882,8.5,0.5,1
330539,10,1,317.0,25281.0,6870.0,32151.0,2504.0,95.40356083086053,45.0,289.0,2.0,1.0,0.21367920126901185,3215.1,31.7,1
330540,2,1,219.0,13097.0,3811.0,16908.0,2504.0,77.20547945205479,21.0,198.0,0.0,0.0,0.22539626212443814,8454.0,109.5,1
330541,1,1,6.0,305.0,10.0,315.0,157.0,52.5,0.0,6.0,0.0,0.0,0.031746031746031744,315.0,6.0,1
330542,5,1,79.0,3837.0,1136.0,4973.0,486.0,54.05434782608695,9.0,83.0,0.0,0.0,0.22843354112205913,994.6,15.8,1
330543,2,1,6.0,33.0,4.0,37.0,19.0,4.625,0.0,8.0,0.0,0.0,0.10810810810810811,18.5,3.0,1
330545,2,1,2.0,128.0,5.0,133.0,76.0,44.333333333333336,1.0,2.0,0.0,0.0,0.03759398496240601,66.5,1.0,1
330547,1,1,5.0,195.0,4.0,199.0,87.0,39.8,0.0,5.0,0.0,0.0,0.020100502512562814,199.0,5.0,1
330548,5,1,67.0,4053.0,1057.0,5110.0,486.0,65.51282051282051,10.0,68.0,0.0,0.0,0.20684931506849316,1022.0,13.4,1
330550,1,1,11.0,1986.0,1036.0,3022.0,2504.0,274.72727272727275,3.0,8.0,0.0,0.0,0.342819324950364,3022.0,11.0,1
330552,2,2,1.0,12.0,10.0,22.0,13.0,11.0,0.0,2.0,0.0,0.0,0.45454545454545453,11.0,0.5,2
330553,5,1,33.0,993.0,538.0,1531.0,416.0,30.019607843137255,3.0,48.0,0.0,0.0,0.3514043109079033,306.2,6.6,1
330554,2,2,309.0,22513.0,6082.0,28595.0,2504.0,91.65064102564102,43.0,268.0,1.0,0.0,0.21269452701521244,14297.5,154.5,2
330556,3,1,87.0,4050.0,902.0,4952.0,600.0,49.02970297029703,3.0,98.0,0.0,0.0,0.1821486268174475,1650.6666666666667,29.0,1
330558,1,1,4.0,91.0,12.0,103.0,41.0,25.75,0.0,4.0,0.0,0.0,0.11650485436893204,103.0,4.0,1
330560,2,1,85.0,4837.0,1857.0,6694.0,486.0,77.83720930232558,14.0,72.0,0.0,0.0,0.2774126083059456,3347.0,42.5,1
330563,3,1,1.0,17.0,7.0,24.0,13.0,8.0,0.0,3.0,0.0,0.0,0.2916666666666667,8.0,0.3333333333333333,1
330564,1,1,1.0,3.0,2.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.4,5.0,1.0,1
330565,4,1,366.0,28922.0,9428.0,38350.0,2504.0,96.35678391959799,48.0,347.0,3.0,0.0,0.24584093872229465,9587.5,91.5,1
330566,17,1,968.0,60356.0,54693.0,115049.0,3123.0,92.40883534136546,107.0,1008.0,125.0,5.0,0.47538874740328035,6767.588235294118,56.94117647058823,1
330567,4,1,335.0,22064.0,5819.0,27883.0,2504.0,76.3917808219178,38.0,325.0,2.0,0.0,0.20869346913890183,6970.75,83.75,1
330568,4,1,3.0,170.0,189.0,359.0,163.0,44.875,0.0,8.0,0.0,0.0,0.5264623955431755,89.75,0.75,1
330569,9,1,205.0,11831.0,5024.0,16855.0,2504.0,73.60262008733625,17.0,207.0,4.0,1.0,0.2980717887867102,1872.7777777777778,22.77777777777778,1
330570,4,2,304.0,19188.0,5916.0,25104.0,1508.0,81.77198697068404,38.0,261.0,7.0,1.0,0.23565965583173995,6276.0,76.0,2
330573,5,1,333.0,26634.0,22524.0,49158.0,11600.0,138.08426966292134,23.0,323.0,9.0,1.0,0.4581960209935311,9831.6,66.6,1
330574,2,1,6.0,139.0,54.0,193.0,52.0,21.444444444444443,0.0,9.0,0.0,0.0,0.27979274611398963,96.5,3.0,1
330575,2,1,6.0,208.0,82.0,290.0,93.0,48.333333333333336,0.0,6.0,0.0,0.0,0.2827586206896552,145.0,3.0,1
330576,6,1,17.0,1467.0,285.0,1752.0,180.0,53.09090909090909,4.0,29.0,0.0,0.0,0.16267123287671234,292.0,2.8333333333333335,1
330577,13,1,311.0,16862.0,6528.0,23390.0,2504.0,69.82089552238806,36.0,289.0,7.0,3.0,0.27909362975630614,1799.2307692307693,23.923076923076923,1
330581,2,1,1.0,14.0,8.0,22.0,14.0,11.0,0.0,2.0,0.0,0.0,0.36363636363636365,11.0,0.5,1
330585,2,1,5.0,272.0,19.0,291.0,94.0,41.57142857142857,1.0,6.0,0.0,0.0,0.06529209621993128,145.5,2.5,1
330590,2,1,4.0,6.0,139.0,145.0,102.0,36.25,0.0,4.0,0.0,0.0,0.9586206896551724,72.5,2.0,1
330593,1,1,31.0,3561.0,224.0,3785.0,576.0,122.09677419354838,1.0,30.0,0.0,0.0,0.05918097754293263,3785.0,31.0,1
330601,52,3,2348.0,240172.0,142628.0,382800.0,13437.0,91.73256649892164,577.0,3385.0,157.0,54.0,0.3725914315569488,7361.538461538462,45.15384615384615,3
330602,1,1,5.0,195.0,7.0,202.0,100.0,40.4,1.0,4.0,0.0,0.0,0.034653465346534656,202.0,5.0,1
330603,2,1,8.0,201.0,30.0,231.0,63.0,23.1,0.0,10.0,0.0,0.0,0.12987012987012986,115.5,4.0,1
330606,1,1,2.0,31.0,23.0,54.0,52.0,27.0,0.0,2.0,0.0,0.0,0.42592592592592593,54.0,2.0,1
330609,1,1,1.0,9.0,5.0,14.0,14.0,14.0,0.0,1.0,0.0,0.0,0.35714285714285715,14.0,1.0,1
330611,1,1,1.0,4.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1
330615,1,1,3.0,77.0,0.0,77.0,64.0,25.666666666666668,1.0,2.0,0.0,0.0,0.0,77.0,3.0,1
330616,2,1,4.0,131.0,18.0,149.0,93.0,29.8,1.0,4.0,0.0,0.0,0.12080536912751678,74.5,2.0,1
330617,5,3,6.0,97.0,81.0,178.0,67.0,22.25,0.0,8.0,0.0,0.0,0.4550561797752809,35.6,1.2,3
330618,1,1,1.0,2.0,2.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.5,4.0,1.0,1
330619,2,1,6.0,290.0,23.0,313.0,102.0,44.714285714285715,0.0,7.0,0.0,0.0,0.07348242811501597,156.5,3.0,1
330620,4,1,33.0,1064.0,370.0,1434.0,246.0,38.75675675675676,6.0,29.0,2.0,0.0,0.2580195258019526,358.5,8.25,1
330621,1,1,1.0,7.0,0.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1
330623,1,1,1.0,11.0,0.0,11.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1
330624,2,1,311.0,15326.0,22527.0,37853.0,1780.0,121.71382636655949,41.0,183.0,85.0,2.0,0.5951179563046523,18926.5,155.5,1
330625,2,1,8.0,145.0,55.0,200.0,80.0,25.0,1.0,7.0,0.0,0.0,0.275,100.0,4.0,1
330629,5,2,302.0,16370.0,7049.0,23419.0,2034.0,77.2904290429043,54.0,243.0,5.0,1.0,0.3009949186557923,4683.8,60.4,2
330631,3,1,5.0,47.0,15.0,62.0,18.0,5.636363636363637,0.0,11.0,0.0,0.0,0.24193548387096775,20.666666666666668,1.6666666666666667,1
330632,2,1,7.0,541.0,62.0,603.0,257.0,75.375,1.0,7.0,0.0,0.0,0.10281923714759536,301.5,3.5,1
330634,1,1,2.0,5.0,5.0,10.0,8.0,5.0,0.0,2.0,0.0,0.0,0.5,10.0,2.0,1
330635,3,1,6.0,1600.0,1407.0,3007.0,585.0,231.30769230769232,6.0,3.0,4.0,0.0,0.4679082141669438,1002.3333333333334,2.0,1
330636,2,2,10.0,27.0,24.0,51.0,10.0,5.1,0.0,10.0,0.0,0.0,0.47058823529411764,25.5,5.0,2
330638,2,2,302.0,15886.0,4733.0,20619.0,1547.0,68.2748344370861,38.0,261.0,3.0,0.0,0.22954556477035742,10309.5,151.0,2
330639,2,1,7.0,189.0,44.0,233.0,80.0,33.285714285714285,1.0,6.0,0.0,0.0,0.1888412017167382,116.5,3.5,1
330640,2,1,4.0,129.0,48.0,177.0,67.0,35.4,1.0,4.0,0.0,0.0,0.2711864406779661,88.5,2.0,1
330641,4,1,16.0,634.0,175.0,809.0,88.0,33.708333333333336,1.0,23.0,0.0,0.0,0.21631644004944375,202.25,4.0,1
330643,3,1,20.0,314.0,92.0,406.0,127.0,17.652173913043477,0.0,23.0,0.0,0.0,0.22660098522167488,135.33333333333334,6.666666666666667,1
330644,2,1,4.0,218.0,7.0,225.0,98.0,56.25,0.0,4.0,0.0,0.0,0.03111111111111111,112.5,2.0,1
330647,6,1,84.0,2597.0,2251.0,4848.0,1502.0,55.09090909090909,9.0,76.0,3.0,0.0,0.4643151815181518,808.0,14.0,1
330648,4,1,41.0,1581.0,2117.0,3698.0,1492.0,78.68085106382979,8.0,36.0,3.0,0.0,0.5724716062736614,924.5,10.25,1
330649,8,1,12.0,296.0,27.0,323.0,100.0,17.944444444444443,2.0,16.0,0.0,0.0,0.08359133126934984,40.375,1.5,1
330652,5,1,64.0,2469.0,2215.0,4684.0,1501.0,68.88235294117646,10.0,55.0,3.0,0.0,0.4728864218616567,936.8,12.8,1
330653,5,2,359.0,17485.0,3531.0,21016.0,928.0,53.749360613810744,32.0,359.0,0.0,0.0,0.16801484583174725,4203.2,71.8,2
330654,3,1,54.0,1967.0,2164.0,4131.0,1499.0,66.62903225806451,8.0,51.0,3.0,0.0,0.523844105543452,1377.0,18.0,1
330655,2,1,1.0,41.0,36.0,77.0,40.0,38.5,0.0,2.0,0.0,0.0,0.4675324675324675,38.5,0.5,1
330656,3,2,4.0,23.0,12.0,35.0,20.0,5.833333333333333,0.0,6.0,0.0,0.0,0.34285714285714286,11.666666666666666,1.3333333333333333,2
330658,4,1,331.0,15219.0,4468.0,19687.0,1530.0,56.57183908045977,40.0,305.0,3.0,0.0,0.22695179560115813,4921.75,82.75,1
330659,5,1,228.0,12260.0,1937.0,14197.0,917.0,58.1844262295082,24.0,220.0,0.0,0.0,0.13643727548073536,2839.4,45.6,1
330660,4,1,192.0,9384.0,1763.0,11147.0,917.0,55.735,14.0,186.0,0.0,0.0,0.15815914595855388,2786.75,48.0,1
330661,1,1,4.0,60.0,8.0,68.0,31.0,17.0,0.0,4.0,0.0,0.0,0.11764705882352941,68.0,4.0,1
330662,1,1,2.0,80.0,1.0,81.0,79.0,40.5,0.0,2.0,0.0,0.0,0.012345679012345678,81.0,2.0,1
330665,8,1,461.0,29902.0,8907.0,38809.0,1499.0,72.94924812030075,60.0,464.0,7.0,1.0,0.22950861913473677,4851.125,57.625,1
330666,1,1,3.0,70.0,8.0,78.0,56.0,26.0,0.0,3.0,0.0,0.0,0.10256410256410256,78.0,3.0,1
330669,6,1,103.0,3541.0,706.0,4247.0,257.0,36.93043478260869,6.0,109.0,0.0,0.0,0.16623498940428538,707.8333333333334,17.166666666666668,1
330672,3,1,11.0,522.0,72.0,594.0,171.0,39.6,2.0,13.0,0.0,0.0,0.12121212121212122,198.0,3.6666666666666665,1
330673,11,1,129.0,15562.0,2827.0,18389.0,1211.0,78.25106382978723,37.0,117.0,5.0,76.0,0.15373321007123825,1671.7272727272727,11.727272727272727,1
330675,5,1,19.0,582.0,95.0,677.0,93.0,23.344827586206897,0.0,29.0,0.0,0.0,0.14032496307237813,135.4,3.8,1
330676,22,1,15.0,1694.0,1160.0,2854.0,516.0,46.78688524590164,1.0,60.0,0.0,0.0,0.4064470918009811,129.72727272727272,0.6818181818181818,1
330677,1,1,2.0,99.0,11.0,110.0,88.0,55.0,0.0,2.0,0.0,0.0,0.1,110.0,2.0,1
330678,1,1,28.0,2501.0,40.0,2541.0,540.0,90.75,11.0,17.0,0.0,0.0,0.015741833923652106,2541.0,28.0,1
330680,1,1,1.0,0.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1
330682,1,1,3.0,113.0,26.0,139.0,106.0,46.333333333333336,0.0,3.0,0.0,0.0,0.18705035971223022,139.0,3.0,1
330683,1,1,2.0,108.0,3.0,111.0,83.0,55.5,0.0,2.0,0.0,0.0,0.02702702702702703,111.0,2.0,1
330684,3,1,4.0,152.0,91.0,243.0,74.0,30.375,1.0,6.0,1.0,0.0,0.37448559670781895,81.0,1.3333333333333333,1
330685,4,1,3.0,83.0,88.0,171.0,58.0,24.428571428571427,1.0,5.0,1.0,0.0,0.5146198830409356,42.75,0.75,1
330686,4,1,3.0,155.0,15.0,170.0,67.0,24.285714285714285,0.0,7.0,0.0,0.0,0.08823529411764706,42.5,0.75,1
330688,24,1,260.0,15194.0,6221.0,21415.0,959.0,55.62337662337662,35.0,345.0,5.0,0.0,0.2904973149661452,892.2916666666666,10.833333333333334,1
330689,2,1,7.0,186.0,25.0,211.0,119.0,23.444444444444443,0.0,9.0,0.0,0.0,0.11848341232227488,105.5,3.5,1
330691,2,2,301.0,27381.0,6546.0,33927.0,2034.0,112.71428571428571,49.0,249.0,2.0,1.0,0.1929436731806526,16963.5,150.5,2
330694,7,2,8.0,157.0,94.0,251.0,32.0,14.764705882352942,0.0,17.0,0.0,0.0,0.3745019920318725,35.857142857142854,1.1428571428571428,2
330696,2,1,3.0,164.0,2.0,166.0,95.0,55.333333333333336,0.0,3.0,0.0,0.0,0.012048192771084338,83.0,1.5,1
330697,1,1,5.0,31.0,0.0,31.0,21.0,6.2,0.0,5.0,0.0,0.0,0.0,31.0,5.0,1
330698,4,1,2.0,70.0,19.0,89.0,26.0,12.714285714285714,0.0,7.0,0.0,0.0,0.21348314606741572,22.25,0.5,1
330699,2,1,2.0,136.0,8.0,144.0,100.0,48.0,1.0,2.0,0.0,0.0,0.05555555555555555,72.0,1.0,1
330700,3,1,1.0,4.0,4.0,8.0,3.0,2.6666666666666665,0.0,3.0,0.0,0.0,0.5,2.6666666666666665,0.3333333333333333,1
330702,1,1,5.0,28.0,14.0,42.0,14.0,8.4,0.0,5.0,0.0,0.0,0.3333333333333333,42.0,5.0,1
330703,11,2,546.0,48350.0,9327.0,57677.0,2034.0,88.19113149847095,98.0,548.0,4.0,4.0,0.1617109072940687,5243.363636363636,49.63636363636363,2
330704,1,1,3.0,56.0,9.0,65.0,32.0,21.666666666666668,1.0,2.0,0.0,0.0,0.13846153846153847,65.0,3.0,1
330705,1,1,13.0,34.0,28.0,62.0,12.0,4.769230769230769,0.0,13.0,0.0,0.0,0.45161290322580644,62.0,13.0,1
330707,3,1,4.0,87.0,32.0,119.0,42.0,11.9,1.0,9.0,0.0,0.0,0.2689075630252101,39.666666666666664,1.3333333333333333,1
330708,5,1,146.0,4520.0,1686.0,6206.0,959.0,40.56209150326797,8.0,145.0,0.0,0.0,0.27167257492748953,1241.2,29.2,1
330709,2,1,2.0,31.0,7.0,38.0,21.0,9.5,0.0,4.0,0.0,0.0,0.18421052631578946,19.0,1.0,1
330710,1,1,2.0,63.0,0.0,63.0,32.0,31.5,0.0,2.0,0.0,0.0,0.0,63.0,2.0,1
330711,7,1,177.0,7131.0,2650.0,9781.0,480.0,48.905,8.0,192.0,0.0,0.0,0.27093344238830386,1397.2857142857142,25.285714285714285,1
330715,3,1,254.0,9142.0,1868.0,11010.0,911.0,42.50965250965251,22.0,237.0,0.0,0.0,0.16966394187102635,3670.0,84.66666666666667,1
330716,1,1,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1
330720,3,1,2.0,65.0,1.0,66.0,32.0,16.5,0.0,4.0,0.0,0.0,0.015151515151515152,22.0,0.6666666666666666,1
330723,3,1,27.0,1055.0,33.0,1088.0,79.0,34.0,9.0,23.0,0.0,0.0,0.030330882352941176,362.6666666666667,9.0,1
330726,3,1,167.0,5055.0,1730.0,6785.0,959.0,40.38690476190476,8.0,160.0,0.0,0.0,0.25497420781134855,2261.6666666666665,55.666666666666664,1
330727,1,1,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1
330729,4,2,152.0,8194.0,2726.0,10920.0,1016.0,70.45161290322581,10.0,143.0,1.0,1.0,0.24963369963369964,2730.0,38.0,2
330730,4,1,6.0,135.0,70.0,205.0,35.0,15.76923076923077,0.0,13.0,0.0,0.0,0.34146341463414637,51.25,1.5,1
330731,5,1,9.0,1036.0,203.0,1239.0,394.0,72.88235294117646,0.0,17.0,0.0,0.0,0.1638418079096045,247.8,1.8,1
330733,1,1,36.0,2680.0,201.0,2881.0,1195.0,80.02777777777777,8.0,28.0,0.0,0.0,0.06976744186046512,2881.0,36.0,1
330734,1,1,31.0,985.0,2090.0,3075.0,959.0,99.19354838709677,0.0,31.0,0.0,0.0,0.6796747967479675,3075.0,31.0,1
330735,2,1,2.0,163.0,18.0,181.0,145.0,45.25,1.0,3.0,0.0,0.0,0.09944751381215469,90.5,1.0,1
330737,4,1,15.0,279.0,292.0,571.0,65.0,17.303030303030305,0.0,33.0,0.0,0.0,0.51138353765324,142.75,3.75,1
330739,3,1,305.0,17561.0,5909.0,23470.0,2034.0,76.69934640522875,41.0,257.0,4.0,4.0,0.2517682147422241,7823.333333333333,101.66666666666667,1
330741,1,1,3.0,58.0,21.0,79.0,42.0,26.333333333333332,0.0,3.0,0.0,0.0,0.26582278481012656,79.0,3.0,1
330742,2,1,3.0,45.0,8.0,53.0,31.0,13.25,0.0,4.0,0.0,0.0,0.1509433962264151,26.5,1.5,1
330743,3,1,4.0,363.0,17.0,380.0,146.0,76.0,0.0,5.0,0.0,0.0,0.04473684210526316,126.66666666666667,1.3333333333333333,1
330744,2,2,10.0,393.0,66.0,459.0,212.0,45.9,0.0,10.0,0.0,0.0,0.1437908496732026,229.5,5.0,2
330746,1,1,8.0,258.0,18.0,276.0,71.0,34.5,0.0,8.0,0.0,0.0,0.06521739130434782,276.0,8.0,1
330748,4,2,306.0,19171.0,6771.0,25942.0,2034.0,84.77777777777777,39.0,259.0,4.0,4.0,0.2610053195590163,6485.5,76.5,2
330749,1,1,4.0,27.0,0.0,27.0,13.0,6.75,0.0,4.0,0.0,0.0,0.0,27.0,4.0,1
330750,2,1,17.0,289.0,55.0,344.0,76.0,20.235294117647058,1.0,16.0,0.0,0.0,0.15988372093023256,172.0,8.5,1
330751,1,1,2.0,52.0,3.0,55.0,34.0,27.5,0.0,2.0,0.0,0.0,0.05454545454545454,55.0,2.0,1
330752,2,1,2.0,50.0,0.0,50.0,47.0,25.0,1.0,1.0,0.0,0.0,0.0,25.0,1.0,1
330754,6,1,249.0,14126.0,7365.0,21491.0,2034.0,82.97683397683397,20.0,234.0,4.0,1.0,0.34270159601693734,3581.8333333333335,41.5,1
330755,2,1,70.0,2145.0,569.0,2714.0,250.0,38.77142857142857,1.0,69.0,0.0,0.0,0.20965364775239498,1357.0,35.0,1
330756,6,1,10.0,262.0,211.0,473.0,68.0,18.92,0.0,25.0,0.0,0.0,0.44608879492600423,78.83333333333333,1.6666666666666667,1
330758,1,1,2.0,46.0,10.0,56.0,52.0,28.0,0.0,2.0,0.0,0.0,0.17857142857142858,56.0,2.0,1
330759,2,1,5.0,79.0,19.0,98.0,38.0,14.0,0.0,7.0,0.0,0.0,0.19387755102040816,49.0,2.5,1
330761,3,1,99.0,3170.0,627.0,3797.0,281.0,38.35353535353536,2.0,97.0,0.0,0.0,0.16513036607848303,1265.6666666666667,33.0,1
330762,2,1,5.0,12.0,48.0,60.0,20.0,10.0,0.0,6.0,0.0,0.0,0.8,30.0,2.5,1
330763,1,1,7.0,289.0,7.0,296.0,223.0,42.285714285714285,0.0,7.0,0.0,0.0,0.02364864864864865,296.0,7.0,1
330766,1,1,5.0,36.0,5.0,41.0,25.0,8.2,0.0,5.0,0.0,0.0,0.12195121951219512,41.0,5.0,1
330767,1,1,2.0,40.0,2.0,42.0,39.0,21.0,0.0,2.0,0.0,0.0,0.047619047619047616,42.0,2.0,1
330770,1,1,4.0,10.0,10.0,20.0,8.0,5.0,0.0,4.0,0.0,0.0,0.5,20.0,4.0,1
330771,2,1,13.0,548.0,2662.0,3210.0,2020.0,214.0,0.0,13.0,2.0,0.0,0.8292834890965732,1605.0,6.5,1
330772,4,1,11.0,555.0,115.0,670.0,128.0,37.22222222222222,1.0,17.0,0.0,0.0,0.17164179104477612,167.5,2.75,1
330775,2,1,2.0,42.0,12.0,54.0,24.0,13.5,0.0,4.0,0.0,0.0,0.2222222222222222,27.0,1.0,1
330776,1,1,2.0,68.0,18.0,86.0,67.0,43.0,0.0,1.0,0.0,1.0,0.20930232558139536,86.0,2.0,1
330777,2,1,19.0,481.0,76.0,557.0,102.0,27.85,2.0,18.0,0.0,0.0,0.13644524236983843,278.5,9.5,1
330778,1,1,2.0,4.0,3.0,7.0,5.0,3.5,0.0,2.0,0.0,0.0,0.42857142857142855,7.0,2.0,1
