pr_number,commits_count,commit_authors,files_changed,additions,deletions,total_changes,max_file_changes,avg_file_changes,files_added,files_modified,files_removed,files_renamed,deletion_ratio,changes_per_commit,files_per_commit,developers_involved
325117,1,1,1.0,4.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1
325118,6,1,315.0,13358.0,2659.0,16017.0,746.0,48.243975903614455,29.0,297.0,4.0,2.0,0.16601111319223325,2669.5,52.5,1
325120,1,1,2.0,20.0,18.0,38.0,31.0,19.0,0.0,2.0,0.0,0.0,0.47368421052631576,38.0,2.0,1
325122,4,2,350.0,23497.0,12747.0,36244.0,14687.0,100.958217270195,31.0,327.0,0.0,1.0,0.35169959165655007,9061.0,87.5,2
325123,1,1,3.0,12.0,6.0,18.0,14.0,6.0,0.0,3.0,0.0,0.0,0.3333333333333333,18.0,3.0,1
325124,1,1,1.0,9.0,0.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1
325126,2,1,1.0,20.0,1.0,21.0,19.0,10.5,0.0,2.0,0.0,0.0,0.047619047619047616,10.5,0.5,1
325129,2,1,289.0,14152.0,1853.0,16005.0,696.0,55.38062283737024,55.0,227.0,2.0,5.0,0.11577631990003125,8002.5,144.5,1
325131,2,1,16.0,118.0,170.0,288.0,87.0,18.0,0.0,15.0,1.0,0.0,0.5902777777777778,144.0,8.0,1
325134,1,1,1.0,13.0,4.0,17.0,17.0,17.0,0.0,1.0,0.0,0.0,0.23529411764705882,17.0,1.0,1
325135,1,1,3.0,11.0,19.0,30.0,24.0,10.0,0.0,3.0,0.0,0.0,0.6333333333333333,30.0,3.0,1
325137,1,1,5.0,26.0,6.0,32.0,11.0,6.4,0.0,5.0,0.0,0.0,0.1875,32.0,5.0,1
325138,19,1,18.0,1828.0,702.0,2530.0,223.0,55.0,5.0,41.0,0.0,0.0,0.2774703557312253,133.1578947368421,0.9473684210526315,1
325139,5,1,33.0,730.0,203.0,933.0,246.0,25.916666666666668,0.0,35.0,1.0,0.0,0.21757770632368703,186.6,6.6,1
325140,2,1,2.0,39.0,8.0,47.0,26.0,15.666666666666666,0.0,3.0,0.0,0.0,0.1702127659574468,23.5,1.0,1
325143,16,1,18.0,2304.0,1410.0,3714.0,138.0,33.160714285714285,0.0,112.0,0.0,0.0,0.37964458804523427,232.125,1.125,1
325145,4,2,521.0,53602.0,16495.0,70097.0,14687.0,116.44019933554817,58.0,540.0,4.0,0.0,0.2353167753256202,17524.25,130.25,2
325148,1,1,1.0,26.0,2.0,28.0,28.0,28.0,0.0,1.0,0.0,0.0,0.07142857142857142,28.0,1.0,1
325151,1,1,6.0,123.0,123.0,246.0,82.0,41.0,0.0,6.0,0.0,0.0,0.5,246.0,6.0,1
325153,2,1,2.0,136.0,23.0,159.0,116.0,53.0,0.0,3.0,0.0,0.0,0.14465408805031446,79.5,1.0,1
325154,1,1,3.0,78.0,3.0,81.0,59.0,27.0,0.0,3.0,0.0,0.0,0.037037037037037035,81.0,3.0,1
325155,17,1,619.0,37705.0,14466.0,52171.0,14687.0,75.06618705035972,91.0,596.0,2.0,6.0,0.27728048149355006,3068.8823529411766,36.411764705882355,1
325158,1,1,4.0,368.0,8.0,376.0,246.0,94.0,0.0,4.0,0.0,0.0,0.02127659574468085,376.0,4.0,1
325159,2,1,3.0,110.0,4.0,114.0,55.0,19.0,0.0,6.0,0.0,0.0,0.03508771929824561,57.0,1.5,1
325161,16,1,801.0,52977.0,20084.0,73061.0,14687.0,77.06856540084388,85.0,852.0,8.0,3.0,0.27489358207525216,4566.3125,50.0625,1
325163,1,1,1.0,14.0,3.0,17.0,17.0,17.0,0.0,1.0,0.0,0.0,0.17647058823529413,17.0,1.0,1
325165,4,1,306.0,28652.0,13516.0,42168.0,14687.0,136.0258064516129,28.0,282.0,0.0,0.0,0.32052741415291214,10542.0,76.5,1
325166,3,1,32.0,880.0,22.0,902.0,237.0,28.1875,2.0,30.0,0.0,0.0,0.024390243902439025,300.6666666666667,10.666666666666666,1
325168,4,1,1.0,195.0,15.0,210.0,153.0,52.5,1.0,3.0,0.0,0.0,0.07142857142857142,52.5,0.25,1
325169,1,1,2.0,109.0,25.0,134.0,93.0,67.0,0.0,2.0,0.0,0.0,0.1865671641791045,134.0,2.0,1
325170,2,1,2.0,6.0,6.0,12.0,8.0,4.0,0.0,3.0,0.0,0.0,0.5,6.0,1.0,1
325173,2,1,6.0,53.0,27.0,80.0,24.0,13.333333333333334,0.0,6.0,0.0,0.0,0.3375,40.0,3.0,1
325175,5,2,127.0,5695.0,854.0,6549.0,594.0,50.37692307692308,18.0,112.0,0.0,0.0,0.13040158802870666,1309.8,25.4,2
325180,1,1,3.0,9.0,3.0,12.0,6.0,4.0,0.0,3.0,0.0,0.0,0.25,12.0,3.0,1
325181,1,1,9.0,288.0,12.0,300.0,120.0,33.333333333333336,0.0,9.0,0.0,0.0,0.04,300.0,9.0,1
325183,2,1,4.0,179.0,38.0,217.0,150.0,43.4,0.0,5.0,0.0,0.0,0.17511520737327188,108.5,2.0,1
325184,5,1,732.0,75930.0,33554.0,109484.0,14687.0,118.4891774891775,103.0,814.0,7.0,0.0,0.30647400533411273,21896.8,146.4,1
325187,4,1,315.0,16056.0,2871.0,18927.0,1074.0,59.146875,39.0,278.0,1.0,2.0,0.15168806466951973,4731.75,78.75,1
325189,2,1,2.0,102.0,4.0,106.0,91.0,35.333333333333336,0.0,3.0,0.0,0.0,0.03773584905660377,53.0,1.0,1
325190,3,1,21.0,482.0,172.0,654.0,148.0,21.096774193548388,2.0,28.0,1.0,0.0,0.26299694189602446,218.0,7.0,1
325191,3,1,21.0,418.0,157.0,575.0,126.0,26.136363636363637,1.0,21.0,0.0,0.0,0.27304347826086955,191.66666666666666,7.0,1
325193,1,1,1.0,13.0,3.0,16.0,16.0,16.0,0.0,1.0,0.0,0.0,0.1875,16.0,1.0,1
325194,2,2,66.0,956.0,213.0,1169.0,146.0,17.71212121212121,2.0,64.0,0.0,0.0,0.1822070145423439,584.5,33.0,2
325195,5,1,302.0,22141.0,12461.0,34602.0,14687.0,112.71009771986971,33.0,274.0,0.0,0.0,0.360123692272123,6920.4,60.4,1
325196,1,1,5.0,257.0,19.0,276.0,104.0,55.2,0.0,5.0,0.0,0.0,0.06884057971014493,276.0,5.0,1
325198,6,1,300.0,14393.0,1865.0,16258.0,696.0,51.28706624605678,54.0,255.0,2.0,6.0,0.11471275679665395,2709.6666666666665,50.0,1
325200,5,1,302.0,21621.0,12398.0,34019.0,14687.0,111.17320261437908,39.0,267.0,0.0,0.0,0.3644433992768747,6803.8,60.4,1
325202,2,1,1.0,148.0,135.0,283.0,153.0,141.5,0.0,2.0,0.0,0.0,0.47703180212014135,141.5,0.5,1
325203,1,1,2.0,202.0,64.0,266.0,138.0,133.0,0.0,2.0,0.0,0.0,0.24060150375939848,266.0,2.0,1
325205,2,1,3.0,261.0,36.0,297.0,156.0,99.0,0.0,3.0,0.0,0.0,0.12121212121212122,148.5,1.5,1
325206,3,1,22.0,205.0,330.0,535.0,43.0,14.45945945945946,1.0,36.0,0.0,0.0,0.616822429906542,178.33333333333334,7.333333333333333,1
325207,4,1,15.0,286.0,75.0,361.0,87.0,18.05,0.0,20.0,0.0,0.0,0.2077562326869806,90.25,3.75,1
325209,3,1,301.0,18099.0,4588.0,22687.0,7487.0,71.79430379746836,29.0,284.0,1.0,2.0,0.20223035218407018,7562.333333333333,100.33333333333333,1
325211,5,1,2.0,257.0,63.0,320.0,152.0,80.0,0.0,4.0,0.0,0.0,0.196875,64.0,0.4,1
325212,2,1,5.0,300.0,49.0,349.0,77.0,49.857142857142854,0.0,7.0,0.0,0.0,0.14040114613180515,174.5,2.5,1
325222,2,1,3.0,260.0,1.0,261.0,182.0,65.25,2.0,2.0,0.0,0.0,0.0038314176245210726,130.5,1.5,1
325223,11,1,306.0,21515.0,12523.0,34038.0,14687.0,107.71518987341773,39.0,277.0,0.0,0.0,0.36791233327457545,3094.3636363636365,27.818181818181817,1
325226,2,1,4.0,191.0,43.0,234.0,49.0,39.0,0.0,6.0,0.0,0.0,0.18376068376068377,117.0,2.0,1
325228,1,1,2.0,41.0,3.0,44.0,27.0,22.0,0.0,2.0,0.0,0.0,0.06818181818181818,44.0,2.0,1
325233,1,1,4.0,46.0,17.0,63.0,27.0,15.75,1.0,3.0,0.0,0.0,0.2698412698412698,63.0,4.0,1
325234,1,1,1.0,4.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1
325238,2,1,2.0,311.0,57.0,368.0,173.0,92.0,1.0,3.0,0.0,0.0,0.15489130434782608,184.0,1.0,1
325239,4,1,209.0,12454.0,1253.0,13707.0,696.0,64.65566037735849,53.0,154.0,0.0,5.0,0.09141314656744728,3426.75,52.25,1
325241,23,1,840.0,88455.0,29309.0,117764.0,14687.0,108.53824884792627,179.0,862.0,7.0,37.0,0.24887911416052444,5120.173913043478,36.52173913043478,1
325247,1,1,8.0,90.0,30.0,120.0,51.0,15.0,0.0,8.0,0.0,0.0,0.25,120.0,8.0,1
325249,3,1,7.0,282.0,226.0,508.0,165.0,42.333333333333336,1.0,11.0,0.0,0.0,0.4448818897637795,169.33333333333334,2.3333333333333335,1
325254,2,1,11.0,160.0,91.0,251.0,73.0,20.916666666666668,0.0,12.0,0.0,0.0,0.36254980079681276,125.5,5.5,1
325257,1,1,1.0,1.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.6666666666666666,3.0,1.0,1
325258,3,1,7.0,212.0,32.0,244.0,83.0,22.181818181818183,1.0,10.0,0.0,0.0,0.13114754098360656,81.33333333333333,2.3333333333333335,1
325259,3,1,309.0,24997.0,13174.0,38171.0,14687.0,123.13225806451612,30.0,278.0,2.0,0.0,0.3451311204841372,12723.666666666666,103.0,1
325262,2,1,300.0,755.0,302.0,1057.0,30.0,3.5233333333333334,30.0,270.0,0.0,0.0,0.2857142857142857,528.5,150.0,1
325263,6,1,27.0,2994.0,235.0,3229.0,481.0,84.97368421052632,7.0,31.0,0.0,0.0,0.07277794982966863,538.1666666666666,4.5,1
325268,3,1,9.0,18322.0,11933.0,30255.0,14687.0,3025.5,0.0,10.0,0.0,0.0,0.394414146422079,10085.0,3.0,1
325269,1,1,2.0,213.0,43.0,256.0,177.0,128.0,0.0,2.0,0.0,0.0,0.16796875,256.0,2.0,1
325271,7,1,4.0,538.0,10.0,548.0,481.0,54.8,2.0,8.0,0.0,0.0,0.01824817518248175,78.28571428571429,0.5714285714285714,1
325272,2,1,3.0,67.0,7.0,74.0,38.0,18.5,0.0,4.0,0.0,0.0,0.0945945945945946,37.0,1.5,1
325275,1,1,1.0,2.0,21.0,23.0,23.0,23.0,0.0,1.0,0.0,0.0,0.9130434782608695,23.0,1.0,1
325276,2,1,3.0,202.0,25.0,227.0,90.0,45.4,1.0,4.0,0.0,0.0,0.11013215859030837,113.5,1.5,1
325278,2,1,2.0,286.0,73.0,359.0,219.0,89.75,0.0,4.0,0.0,0.0,0.20334261838440112,179.5,1.0,1
325283,4,1,198.0,12140.0,1231.0,13371.0,696.0,66.5223880597015,53.0,143.0,0.0,5.0,0.09206491661057513,3342.75,49.5,1
325284,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
325291,5,1,136.0,22915.0,12872.0,35787.0,14687.0,243.44897959183675,17.0,130.0,0.0,0.0,0.35968368401933665,7157.4,27.2,1
325293,1,1,3.0,169.0,104.0,273.0,141.0,91.0,1.0,2.0,0.0,0.0,0.38095238095238093,273.0,3.0,1
325294,3,1,305.0,19957.0,12348.0,32305.0,14687.0,105.5718954248366,34.0,272.0,0.0,0.0,0.38223185265438786,10768.333333333334,101.66666666666667,1
325295,1,1,6.0,192.0,30.0,222.0,135.0,37.0,0.0,6.0,0.0,0.0,0.13513513513513514,222.0,6.0,1
325296,1,1,7.0,163.0,21.0,184.0,72.0,26.285714285714285,2.0,5.0,0.0,0.0,0.11413043478260869,184.0,7.0,1
325298,4,1,309.0,20597.0,12335.0,32932.0,14687.0,105.89067524115755,36.0,275.0,0.0,0.0,0.3745596987732297,8233.0,77.25,1
325299,8,1,99.0,21469.0,12629.0,34098.0,14687.0,293.94827586206895,12.0,104.0,0.0,0.0,0.37037362895184467,4262.25,12.375,1
325300,1,1,3.0,104.0,93.0,197.0,103.0,65.66666666666667,1.0,2.0,0.0,0.0,0.4720812182741117,197.0,3.0,1
325301,2,1,9.0,443.0,115.0,558.0,205.0,34.875,1.0,15.0,0.0,0.0,0.2060931899641577,279.0,4.5,1
325302,1,1,14.0,152.0,42.0,194.0,39.0,13.857142857142858,0.0,14.0,0.0,0.0,0.21649484536082475,194.0,14.0,1
325303,3,1,26.0,945.0,292.0,1237.0,163.0,41.233333333333334,5.0,25.0,0.0,0.0,0.2360549717057397,412.3333333333333,8.666666666666666,1
325304,1,1,5.0,103.0,15.0,118.0,54.0,23.6,0.0,5.0,0.0,0.0,0.1271186440677966,118.0,5.0,1
325305,1,1,2.0,25.0,7.0,32.0,18.0,16.0,0.0,2.0,0.0,0.0,0.21875,32.0,2.0,1
325307,1,1,3.0,85.0,3.0,88.0,65.0,29.333333333333332,1.0,2.0,0.0,0.0,0.03409090909090909,88.0,3.0,1
325309,2,1,17.0,82.0,93.0,175.0,16.0,8.333333333333334,0.0,21.0,0.0,0.0,0.5314285714285715,87.5,8.5,1
325310,4,1,453.0,24653.0,13965.0,38618.0,14687.0,84.50328227571116,48.0,405.0,4.0,0.0,0.36161893417577295,9654.5,113.25,1
325311,11,1,12.0,2814.0,600.0,3414.0,389.0,85.35,6.0,34.0,0.0,0.0,0.1757469244288225,310.3636363636364,1.0909090909090908,1
325314,2,1,4.0,25.0,19.0,44.0,31.0,8.8,0.0,5.0,0.0,0.0,0.4318181818181818,22.0,2.0,1
325320,3,1,2.0,56.0,29.0,85.0,38.0,21.25,0.0,4.0,0.0,0.0,0.3411764705882353,28.333333333333332,0.6666666666666666,1
325321,5,1,499.0,32490.0,13684.0,46174.0,14687.0,91.07297830374753,89.0,413.0,0.0,5.0,0.29635725733096546,9234.8,99.8,1
325322,2,1,2.0,50.0,21.0,71.0,31.0,17.75,0.0,4.0,0.0,0.0,0.29577464788732394,35.5,1.0,1
325329,6,1,6.0,11.0,11.0,22.0,12.0,3.6666666666666665,0.0,6.0,0.0,0.0,0.5,3.6666666666666665,1.0,1
325331,43,3,19.0,6393.0,5060.0,11453.0,756.0,89.4765625,9.0,113.0,6.0,0.0,0.4418056404435519,266.3488372093023,0.4418604651162791,3
325332,2,1,14.0,159.0,93.0,252.0,81.0,14.823529411764707,1.0,16.0,0.0,0.0,0.36904761904761907,126.0,7.0,1
325335,2,1,5.0,733.0,711.0,1444.0,714.0,206.28571428571428,0.0,7.0,0.0,0.0,0.49238227146814406,722.0,2.5,1
325337,2,1,1.0,59.0,5.0,64.0,56.0,32.0,0.0,2.0,0.0,0.0,0.078125,32.0,0.5,1
325338,4,1,331.0,17185.0,4405.0,21590.0,1057.0,61.68571428571428,33.0,310.0,7.0,0.0,0.20402964335340434,5397.5,82.75,1
325339,6,1,3.0,436.0,119.0,555.0,266.0,61.666666666666664,0.0,9.0,0.0,0.0,0.21441441441441442,92.5,0.5,1
325340,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
325342,1,1,4.0,13.0,3.0,16.0,6.0,4.0,0.0,4.0,0.0,0.0,0.1875,16.0,4.0,1
325343,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
325344,1,1,2.0,51.0,5.0,56.0,47.0,28.0,1.0,1.0,0.0,0.0,0.08928571428571429,56.0,2.0,1
325346,2,1,1.0,15.0,10.0,25.0,19.0,12.5,0.0,2.0,0.0,0.0,0.4,12.5,0.5,1
325347,1,1,2.0,11.0,1.0,12.0,10.0,6.0,0.0,2.0,0.0,0.0,0.08333333333333333,12.0,2.0,1
325351,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
325358,2,1,2.0,7.0,7.0,14.0,6.0,4.666666666666667,0.0,3.0,0.0,0.0,0.5,7.0,1.0,1
325359,7,1,305.0,24543.0,6208.0,30751.0,3553.0,97.00630914826499,78.0,231.0,7.0,1.0,0.20187961367110013,4393.0,43.57142857142857,1
325365,2,1,1.0,14.0,9.0,23.0,19.0,11.5,0.0,2.0,0.0,0.0,0.391304347826087,11.5,0.5,1
325366,3,1,5.0,181.0,151.0,332.0,67.0,36.888888888888886,0.0,9.0,0.0,0.0,0.45481927710843373,110.66666666666667,1.6666666666666667,1
325367,7,1,514.0,24500.0,7826.0,32326.0,1057.0,52.90671031096563,40.0,561.0,9.0,1.0,0.24209614551754005,4618.0,73.42857142857143,1
325368,3,1,3.0,247.0,42.0,289.0,73.0,41.285714285714285,0.0,7.0,0.0,0.0,0.1453287197231834,96.33333333333333,1.0,1
325370,4,1,19.0,524.0,98.0,622.0,93.0,22.214285714285715,3.0,25.0,0.0,0.0,0.15755627009646303,155.5,4.75,1
325371,3,1,5.0,222.0,62.0,284.0,90.0,31.555555555555557,0.0,9.0,0.0,0.0,0.21830985915492956,94.66666666666667,1.6666666666666667,1
325372,2,1,303.0,17281.0,5234.0,22515.0,1057.0,74.3069306930693,34.0,262.0,6.0,1.0,0.23246724405951588,11257.5,151.5,1
325374,1,1,2.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.5,4.0,2.0,1
325380,4,2,316.0,11458.0,2709.0,14167.0,587.0,44.271875,30.0,288.0,2.0,0.0,0.1912190301404673,3541.75,79.0,2
325382,2,1,10.0,253.0,87.0,340.0,87.0,34.0,4.0,6.0,0.0,0.0,0.25588235294117645,170.0,5.0,1
325383,2,1,2.0,4.0,6.0,10.0,8.0,5.0,0.0,2.0,0.0,0.0,0.6,5.0,1.0,1
325384,4,1,5.0,67.0,35.0,102.0,21.0,9.272727272727273,0.0,11.0,0.0,0.0,0.3431372549019608,25.5,1.25,1
325385,1,1,5.0,649.0,0.0,649.0,333.0,129.8,3.0,2.0,0.0,0.0,0.0,649.0,5.0,1
325386,2,1,2.0,5.0,5.0,10.0,6.0,5.0,0.0,2.0,0.0,0.0,0.5,5.0,1.0,1
325387,2,1,1.0,9.0,9.0,18.0,10.0,9.0,0.0,2.0,0.0,0.0,0.5,9.0,0.5,1
325391,2,1,8.0,33.0,33.0,66.0,28.0,6.6,0.0,10.0,0.0,0.0,0.5,33.0,4.0,1
325393,3,3,300.0,9611.0,1841.0,11452.0,950.0,37.79537953795379,23.0,280.0,0.0,0.0,0.16075794621026895,3817.3333333333335,100.0,3
325396,2,1,2.0,110.0,55.0,165.0,113.0,55.0,0.0,3.0,0.0,0.0,0.3333333333333333,82.5,1.0,1
325397,4,1,7.0,75.0,189.0,264.0,50.0,29.333333333333332,0.0,8.0,1.0,0.0,0.7159090909090909,66.0,1.75,1
325399,1,1,1.0,6.0,0.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1
325400,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
325401,1,1,6.0,123.0,123.0,246.0,82.0,41.0,0.0,6.0,0.0,0.0,0.5,246.0,6.0,1
325404,2,1,6.0,149.0,43.0,192.0,56.0,17.454545454545453,1.0,10.0,0.0,0.0,0.22395833333333334,96.0,3.0,1
325405,2,1,301.0,16760.0,5290.0,22050.0,1057.0,73.25581395348837,30.0,262.0,8.0,1.0,0.2399092970521542,11025.0,150.5,1
325407,1,1,2.0,43.0,5.0,48.0,41.0,24.0,0.0,2.0,0.0,0.0,0.10416666666666667,48.0,2.0,1
325410,6,1,301.0,17196.0,5564.0,22760.0,1057.0,72.25396825396825,28.0,278.0,8.0,1.0,0.2444639718804921,3793.3333333333335,50.166666666666664,1
325417,2,1,27.0,4092.0,407.0,4499.0,1030.0,132.3235294117647,5.0,29.0,0.0,0.0,0.09046454767726161,2249.5,13.5,1
325422,4,2,302.0,16831.0,5317.0,22148.0,1057.0,72.85526315789474,28.0,268.0,7.0,1.0,0.24006682318945277,5537.0,75.5,2
325423,2,1,1.0,34.0,7.0,41.0,38.0,20.5,0.0,2.0,0.0,0.0,0.17073170731707318,20.5,0.5,1
325428,7,1,23.0,241.0,121.0,362.0,150.0,12.928571428571429,0.0,28.0,0.0,0.0,0.3342541436464088,51.714285714285715,3.2857142857142856,1
325437,2,1,303.0,9747.0,1833.0,11580.0,981.0,38.0921052631579,23.0,281.0,0.0,0.0,0.1582901554404145,5790.0,151.5,1
325441,3,1,303.0,15071.0,3165.0,18236.0,1445.0,59.59477124183007,30.0,275.0,0.0,1.0,0.17355779776266725,6078.666666666667,101.0,1
325442,2,1,2.0,19.0,1.0,20.0,16.0,10.0,0.0,2.0,0.0,0.0,0.05,10.0,1.0,1
325443,2,1,2.0,121.0,15.0,136.0,46.0,34.0,0.0,4.0,0.0,0.0,0.11029411764705882,68.0,1.0,1
325444,1,1,3.0,98.0,39.0,137.0,80.0,45.666666666666664,0.0,3.0,0.0,0.0,0.2846715328467153,137.0,3.0,1
325445,3,2,176.0,10133.0,2002.0,12135.0,1057.0,68.94886363636364,19.0,155.0,2.0,0.0,0.1649773382777091,4045.0,58.666666666666664,2
325454,1,1,1.0,2.0,78.0,80.0,80.0,80.0,0.0,1.0,0.0,0.0,0.975,80.0,1.0,1
325457,1,1,2.0,8.0,0.0,8.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,1
325458,3,1,7.0,321.0,110.0,431.0,158.0,30.785714285714285,0.0,14.0,0.0,0.0,0.2552204176334107,143.66666666666666,2.3333333333333335,1
325460,5,1,806.0,41044.0,33312.0,74356.0,2700.0,81.62019758507135,96.0,705.0,108.0,2.0,0.44800688579267306,14871.2,161.2,1
325463,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
325464,1,1,1.0,9.0,0.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1
325468,1,1,2.0,92.0,10.0,102.0,90.0,51.0,0.0,2.0,0.0,0.0,0.09803921568627451,102.0,2.0,1
325472,2,1,4.0,68.0,10.0,78.0,39.0,19.5,1.0,3.0,0.0,0.0,0.1282051282051282,39.0,2.0,1
325477,5,2,87.0,2404.0,576.0,2980.0,197.0,33.48314606741573,4.0,85.0,0.0,0.0,0.19328859060402684,596.0,17.4,2
325478,4,1,97.0,2688.0,715.0,3403.0,197.0,34.03,6.0,94.0,0.0,0.0,0.21010872759330004,850.75,24.25,1
325492,1,1,1.0,5.0,3.0,8.0,8.0,8.0,0.0,1.0,0.0,0.0,0.375,8.0,1.0,1
325503,11,1,1053.0,53920.0,10333.0,64253.0,905.0,48.20180045011253,155.0,1169.0,5.0,4.0,0.1608173937403701,5841.181818181818,95.72727272727273,1
325505,4,1,323.0,11021.0,5283.0,16304.0,906.0,45.54189944134078,17.0,335.0,5.0,1.0,0.3240309126594701,4076.0,80.75,1
325509,1,1,1.0,8.0,1.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.1111111111111111,9.0,1.0,1
325511,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
325513,2,1,86.0,2152.0,1115.0,3267.0,559.0,37.98837209302326,5.0,78.0,3.0,0.0,0.34129170492806854,1633.5,43.0,1
325514,10,1,4.0,808.0,281.0,1089.0,281.0,57.31578947368421,2.0,17.0,0.0,0.0,0.2580348943985308,108.9,0.4,1
325515,3,1,8.0,193.0,28.0,221.0,80.0,18.416666666666668,0.0,12.0,0.0,0.0,0.12669683257918551,73.66666666666667,2.6666666666666665,1
325521,1,1,4.0,120.0,15.0,135.0,59.0,33.75,0.0,4.0,0.0,0.0,0.1111111111111111,135.0,4.0,1
325525,7,1,309.0,17802.0,5319.0,23121.0,1057.0,66.06,31.0,312.0,6.0,1.0,0.23005060334760608,3303.0,44.142857142857146,1
325528,2,1,3.0,226.0,43.0,269.0,111.0,44.833333333333336,0.0,6.0,0.0,0.0,0.15985130111524162,134.5,1.5,1
325532,1,1,1.0,10.0,4.0,14.0,14.0,14.0,0.0,1.0,0.0,0.0,0.2857142857142857,14.0,1.0,1
325536,4,1,3.0,209.0,61.0,270.0,79.0,27.0,0.0,10.0,0.0,0.0,0.22592592592592592,67.5,0.75,1
325538,1,1,2.0,41.0,22.0,63.0,40.0,31.5,0.0,2.0,0.0,0.0,0.3492063492063492,63.0,2.0,1
325541,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
325543,1,1,4.0,8.0,8.0,16.0,6.0,4.0,0.0,4.0,0.0,0.0,0.5,16.0,4.0,1
325544,1,1,2.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.5,4.0,2.0,1
325547,19,2,603.0,28617.0,9735.0,38352.0,853.0,42.56603773584906,45.0,849.0,5.0,2.0,0.2538329161451815,2018.5263157894738,31.736842105263158,2
325548,2,1,62.0,1245.0,330.0,1575.0,150.0,24.609375,3.0,61.0,0.0,0.0,0.20952380952380953,787.5,31.0,1
325553,2,1,4.0,75.0,80.0,155.0,70.0,25.833333333333332,0.0,6.0,0.0,0.0,0.5161290322580645,77.5,2.0,1
325563,3,1,24.0,168.0,707.0,875.0,175.0,35.0,0.0,23.0,2.0,0.0,0.808,291.6666666666667,8.0,1
325573,2,1,305.0,26067.0,13188.0,39255.0,14687.0,128.70491803278688,27.0,275.0,2.0,1.0,0.33595720290408865,19627.5,152.5,1
325575,1,1,1.0,5.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.16666666666666666,6.0,1.0,1
325578,5,1,934.0,62595.0,58477.0,121072.0,11600.0,100.80932556203165,148.0,924.0,126.0,3.0,0.4829935905907229,24214.4,186.8,1
325580,2,1,11.0,181.0,52.0,233.0,46.0,16.642857142857142,0.0,14.0,0.0,0.0,0.22317596566523606,116.5,5.5,1
325581,1,1,8.0,11.0,603.0,614.0,175.0,76.75,0.0,6.0,2.0,0.0,0.9820846905537459,614.0,8.0,1
325582,1,1,1.0,6.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.14285714285714285,7.0,1.0,1
325584,1,1,1.0,5.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.16666666666666666,6.0,1.0,1
325585,2,1,1.0,8.0,5.0,13.0,8.0,6.5,0.0,2.0,0.0,0.0,0.38461538461538464,6.5,0.5,1
325591,2,1,6.0,53.0,8.0,61.0,30.0,8.714285714285714,0.0,7.0,0.0,0.0,0.13114754098360656,30.5,3.0,1
325593,4,1,10.0,536.0,73.0,609.0,130.0,38.0625,1.0,15.0,0.0,0.0,0.11986863711001643,152.25,2.5,1
325594,1,1,1.0,11.0,8.0,19.0,19.0,19.0,0.0,1.0,0.0,0.0,0.42105263157894735,19.0,1.0,1
325596,3,1,189.0,7233.0,4025.0,11258.0,906.0,58.635416666666664,10.0,176.0,5.0,1.0,0.35752353881684135,3752.6666666666665,63.0,1
325597,2,1,2.0,159.0,52.0,211.0,93.0,70.33333333333333,0.0,3.0,0.0,0.0,0.24644549763033174,105.5,1.0,1
325599,1,1,2.0,12.0,0.0,12.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,12.0,2.0,1
325609,2,1,2.0,177.0,59.0,236.0,98.0,59.0,0.0,4.0,0.0,0.0,0.25,118.0,1.0,1
